StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ExternalReference,DistributionChannel,UserLanguage,Q29,Q31,Q31,Q4,Q20,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q18,Q20,ID,FL_8_DO
3/25/2021 18:46,3/25/2021 18:50,IP Address,100,212,TRUE,3/25/2021 18:50,R_1rrAMTanHtga7K6,6366,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Neither Unlikely Nor Likely,Neither Unlikely Nor Likely,Agree,Agree,Disagree,Disagree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Unsure,Agree,Agree,Agree,Yes,Male,Asian,"$90,000 to $149,999",Lean LIberal,Slightly Too Liow,Not knowledgeable at all,Never or Rarely,Never or Rarely,6366,Treatment1
3/25/2021 18:54,3/25/2021 18:57,IP Address,100,228,TRUE,3/25/2021 18:57,R_PCk4yiuqahEkyaZ,5224,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Likely,Unlikely,Agree,Agree,Strongly agree,Unsure,Strongly agree,Agree,Strongly agree,Agree,Agree,Unsure,Unsure,Agree,Disagree,Unsure,Unsure,Agree,No,Female,Asian,"$60,000 to $89,999",Lean Conservative,Too Low,Slightly knowledgeable,Once a Week,A Few Times a Week,5224,Treatment2
3/25/2021 19:17,3/25/2021 19:22,IP Address,100,286,TRUE,3/25/2021 19:22,R_2WVzLH3ulS5YGoS,6307,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Neither Unlikely Nor Likely,Unlikely,Agree,Agree,Unsure,Strongly agree,Unsure,Agree,Disagree,Agree,Unsure,Agree,Agree,Unsure,Agree,Unsure,Strongly agree,Unsure,Yes,Male,White,"$40,000 to $59,999",Conservative,Far Too High,Moderately knowledgeable,A Few Times a Month,A Few Times a Month,6307,Treatment2
3/25/2021 19:29,3/25/2021 19:32,IP Address,100,186,TRUE,3/25/2021 19:32,R_2QyQEtzFtjipPNj,4489,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Very Likely,Unsure,Agree,Agree,Disagree,Agree,Unsure,Agree,Agree,Disagree,Agree,Disagree,Unsure,Unsure,Agree,Disagree,Strongly agree,Yes,Female,White,"$150,000 or above",Very Liberal,Slightly Too Liow,Very knowledgeable,A Few Times a Month,A Few Times a Month,4489,Treatment1
3/25/2021 19:18,3/25/2021 19:33,IP Address,100,910,TRUE,3/25/2021 19:33,R_0q5GWvX0hLk1GWB,4245,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Very Likely,Agree,Agree,Agree,Unsure,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Unsure,Agree,Agree,Unsure,Agree,Yes,Female,Black or African-American,"$20,000 to $39,999",Liberal,Far Too Low,Slightly knowledgeable,Once a Month,Once a Month,4245,Treatment1
3/25/2021 19:26,3/25/2021 19:33,IP Address,100,440,TRUE,3/25/2021 19:33,R_3m2V94ieJZOySp8,5315,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Likely,Unsure,Disagree,Unsure,Agree,Unsure,Agree,Strongly agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree,Unsure,Yes,Female,Latino or Hispanic,"$90,000 to $149,999",Liberal,Slightly Too Liow,Moderately knowledgeable,Once a Month,Once a Month,5315,Treatment2
3/25/2021 20:03,3/25/2021 20:05,IP Address,100,147,TRUE,3/25/2021 20:05,R_20S7qztuH1lQk9r,5914,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Likely,Likely,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Yes,Female,White,"Less than $20,000",Lean LIberal,Slightly Too High,Slightly knowledgeable,Once a Month,A Few Times a Month,5914,Treatment1
3/25/2021 19:57,3/25/2021 20:10,IP Address,100,800,TRUE,3/25/2021 20:10,R_2B5KR5kPVHFnrpd,6209,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Likely,Neither Unlikely Nor Likely,Strongly Disagree,Unsure,Unsure,Disagree,Disagree,Unsure,Agree,Agree,Unsure,Unsure,Agree,Disagree,Agree,Unsure,Unsure,Disagree,Yes,Female,Black or African-American,"$60,000 to $89,999",Lean Conservative,Just About Right,Not knowledgeable at all,Never or Rarely,Never or Rarely,6209,Treatment2
3/25/2021 20:05,3/25/2021 20:12,IP Address,100,424,TRUE,3/25/2021 20:12,R_3PABsphVD9UcBJe,5642,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Very Likely,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Yes,Female,Latino or Hispanic,"$150,000 or above",Liberal,Slightly Too Liow,Very knowledgeable,Daily,Once a Week,5642,Treatment2
3/25/2021 20:22,3/25/2021 20:25,IP Address,100,139,TRUE,3/25/2021 20:25,R_2UgruJ8t85rxhOp,6287,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Neither Unlikely Nor Likely,Neither Unlikely Nor Likely,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Disagree,Unsure,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,Female,Black or African-American,"$40,000 to $59,999",Liberal,Too Low,Moderately knowledgeable,A Few Times a Month,Once a Month,6287,Treatment2
3/25/2021 21:02,3/25/2021 21:05,IP Address,100,167,TRUE,3/25/2021 21:05,R_3pmRZEoPlKRVUUi,5823,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Very Likely,Strongly Disagree,Agree,Agree,Agree,Strongly agree,Agree,Unsure,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Unsure,Unsure,Strongly agree,Unsure,Strongly agree,Yes,Male,White,"$150,000 or above",Lean LIberal,Too High,Extremely knowledgeable,A Few Times a Week,Once a Month,5823,Treatment1
3/25/2021 21:04,3/25/2021 21:06,IP Address,100,89,TRUE,3/25/2021 21:06,R_2veSdXDSMfre49h,6345,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Very Likely,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Male,Black or African-American,"Less than $20,000",Very Liberal,Too Low,Moderately knowledgeable,A Few Times a Month,A Few Times a Month,6345,Treatment2
3/25/2021 21:08,3/25/2021 21:10,IP Address,100,170,TRUE,3/25/2021 21:10,R_3kLhSHDJMz9nemP,1782,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Neither Unlikely Nor Likely,Neither Unlikely Nor Likely,Disagree,Agree,Unsure,Agree,Agree,Unsure,Unsure,Agree,Disagree,Agree,Agree,Disagree,Unsure,Unsure,Agree,Agree,Yes,Male,White,"$60,000 to $89,999",Lean Conservative,Too High,Moderately knowledgeable,A Few Times a Week,A Few Times a Month,1782,Treatment1
3/25/2021 21:17,3/25/2021 21:20,IP Address,100,234,TRUE,3/25/2021 21:20,R_aVmhy0omVRg62ZP,6342,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Likely,Likely,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,Male,White,"$60,000 to $89,999",Centrist/Moderate,Far Too High,Moderately knowledgeable,A Few Times a Month,Once a Week,6342,Treatment1
3/25/2021 21:01,3/25/2021 21:22,IP Address,100,1280,TRUE,3/25/2021 21:22,R_24iuVtz4nFpK3M9,5831,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Neither Unlikely Nor Likely,,Agree,Disagree,Strongly agree,Unsure,Strongly agree,Strongly Disagree,Strongly agree,Agree,Disagree,Agree,Strongly Disagree,Strongly agree,Disagree,Agree,Unsure,Strongly agree,Yes,Female,White,"$90,000 to $149,999",Liberal,Slightly Too Liow,Extremely knowledgeable,Once a Week,Daily,5831,Treatment2
3/25/2021 21:19,3/25/2021 21:25,IP Address,100,307,TRUE,3/25/2021 21:25,R_6WQcPvocsCdMlLH,4973,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Very Likely,Disagree,Disagree,Strongly agree,Unsure,Strongly agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Agree,Strongly agree,Unsure,Strongly agree,Yes,Male,White,"$150,000 or above",Very Liberal,Slightly Too Liow,Moderately knowledgeable,A Few Times a Month,A Few Times a Month,4973,Treatment2
3/25/2021 21:19,3/25/2021 21:25,IP Address,100,375,TRUE,3/25/2021 21:25,R_5t1mvhg7TKD0QI9,5334,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Likely,Likely,Agree,Strongly agree,Unsure,Strongly agree,Unsure,Strongly agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly Disagree,Agree,Agree,No,Male,Asian,"$40,000 to $59,999",Very Liberal,Too Low,Moderately knowledgeable,Once a Week,Once a Month,5334,Treatment2
3/25/2021 21:32,3/25/2021 21:40,IP Address,100,506,TRUE,3/25/2021 21:40,R_2RWgdz27ELcepJP,5616,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Very Likely,Agree,Disagree,Agree,Unsure,Agree,Unsure,Strongly agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Unsure,Strongly agree,Yes,Female,Latino or Hispanic,"$60,000 to $89,999",Liberal,Slightly Too High,Very knowledgeable,A Few Times a Month,Once a Month,5616,Treatment1
3/25/2021 21:38,3/25/2021 21:45,IP Address,100,387,TRUE,3/25/2021 21:45,R_2U4nRYQ7N7ZUrV1,5035,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Likely,Strongly agree,Unsure,Strongly agree,Agree,Strongly agree,Unsure,Agree,Agree,Unsure,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Unsure,Strongly Disagree,Strongly agree,Yes,Female,Latino or Hispanic,"$20,000 to $39,999",Liberal,Slightly Too Liow,Moderately knowledgeable,A Few Times a Week,A Few Times a Month,5035,Treatment1
3/25/2021 22:08,3/25/2021 22:12,IP Address,100,199,TRUE,3/25/2021 22:12,R_2R1Ao1YjzUnrq6b,6396,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Very Likely,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Unsure,Strongly agree,Yes,Female,Asian,"$90,000 to $149,999",Liberal,Slightly Too Liow,Moderately knowledgeable,Daily,Daily,6396,Treatment1
3/25/2021 22:03,3/25/2021 22:23,IP Address,100,1173,TRUE,3/25/2021 22:23,R_3GpPeUwpQgYGAj8,6270,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Very Likely,Likely,Strongly agree,Strongly Disagree,Strongly agree,Unsure,Strongly agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,No,Female,Latino or Hispanic,"$40,000 to $59,999",,,Moderately knowledgeable,A Few Times a Week,A Few Times a Month,6270,Treatment2
3/25/2021 22:21,3/25/2021 22:25,IP Address,100,220,TRUE,3/25/2021 22:25,R_2OJcJVqlVmMWQ2P,4308,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Likely,Very Likely,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly Disagree,Strongly agree,Disagree,Disagree,Unsure,Agree,Unsure,Strongly agree,Yes,Male,White,"$150,000 or above",Lean LIberal,Slightly Too High,Moderately knowledgeable,Once a Month,Once a Month,4308,Treatment2
3/25/2021 22:07,3/25/2021 22:30,IP Address,100,1374,TRUE,3/25/2021 22:30,R_3gS1P8e9YiQwf4A,6004,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/25/2021,North America,Likely,Likely,Agree,Agree,Unsure,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Yes,Female,Latino or Hispanic,"Less than $20,000",Liberal,Slightly Too High,Very knowledgeable,Once a Week,Once a Week,6004,Treatment1
